,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,prem_typ_desc,rpt_dt,station_name,susp_age_group,susp_race,susp_sex,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,transit_district,day,month,year
55127,MANHATTAN,2024-01-01,17:40:00,17:59:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,42 ST.-TIMES SQUARE,UNKNOWN,UNKNOWN,U,985764,213806,40.7535327012632,-73.9945368920152,"{'type': 'Point', 'coordinates': [-73.9945368920152, 40.7535327012632]}",1,1,1,2024
59024,MANHATTAN,2024-01-01,01:40:00,01:46:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,(null),2024-01-01T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,1,1,2024
29561,MANHATTAN,2024-01-01,22:00:00,22:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,CORTLANDT STREET,25-44,BLACK,M,981256,198319,40.71101604729775,-74.01079950184649,"{'type': 'Point', 'coordinates': [-74.01079950184649, 40.71101604729775]}",2,1,1,2024
93984,BROOKLYN,2024-01-01,00:20:00,00:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),MISCELLANEOUS PENAL LAW,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,DEKALB AVENUE,25-44,WHITE,M,989388,190638,40.68993251373749,-73.98147284719796,"{'type': 'Point', 'coordinates': [-73.98147284719796, 40.68993251373749]}",30,1,1,2024
65535,MANHATTAN,2024-01-01,06:00:00,10:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,14 ST.-UNION SQUARE,UNKNOWN,UNKNOWN,U,987048,206851,40.73443438732101,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.73443438732101]}",4,1,1,2024
51187,BROOKLYN,2024-01-01,08:55:00,09:07:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,62 STREET,25-44,BLACK,M,985078,167368,40.62606293023729,-73.99701716579553,"{'type': 'Point', 'coordinates': [-73.99701716579553, 40.62606293023729]}",34,1,1,2024
108513,MANHATTAN,2024-01-01,17:20:00,17:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,5 AVENUE,25-44,BLACK,M,990946,216319,40.76041957461582,-73.9758292915084,"{'type': 'Point', 'coordinates': [-73.9758292915084, 40.76041957461582]}",1,1,1,2024
60682,MANHATTAN,2024-01-01,15:43:00,16:09:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,45-64,BLACK,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,1,1,2024
122424,MANHATTAN,2024-01-01,04:40:00,04:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,96 STREET,UNKNOWN,BLACK,M,994029,227703,40.791662786833584,-73.96468394774719,"{'type': 'Point', 'coordinates': [-73.96468394774719, 40.791662786833584]}",3,1,1,2024
86123,MANHATTAN,2024-01-01,20:55:00,21:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,72 STREET,45-64,UNKNOWN,M,989220,223013,40.778794001068604,-73.98205472388632,"{'type': 'Point', 'coordinates': [-73.98205472388632, 40.778794001068604]}",1,1,1,2024
109565,MANHATTAN,2024-01-01,03:10:00,03:22:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,42 ST.-GRAND CENTRAL,25-44,BLACK,F,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,1,1,2024
110230,MANHATTAN,2024-01-01,22:20:00,22:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,96 STREET,25-44,WHITE HISPANIC,F,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,1,1,2024
48507,BROOKLYN,2024-01-01,09:00:00,09:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,BAY PARKWAY,25-44,BLACK,M,985969,158583,40.60194979125564,-73.99380961331761,"{'type': 'Point', 'coordinates': [-73.99380961331761, 40.60194979125564]}",34,1,1,2024
107103,BROOKLYN,2024-01-01,00:40:00,01:51:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,FULTON STREET,UNKNOWN,BLACK,M,990849,189579,40.68702483332658,-73.97620565382691,"{'type': 'Point', 'coordinates': [-73.97620565382691, 40.68702483332658]}",30,1,1,2024
67365,MANHATTAN,2024-01-01,02:05:00,02:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK,F,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,1,1,2024
56137,MANHATTAN,2024-01-01,03:25:00,03:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,34 ST.-PENN STATION,25-44,WHITE,M,985764,213806,40.7535327012632,-73.9945368920152,"{'type': 'Point', 'coordinates': [-73.9945368920152, 40.7535327012632]}",2,1,1,2024
89827,MANHATTAN,2024-01-01,16:36:00,16:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,42 STREET,UNKNOWN,UNKNOWN,U,988650,214286,40.75484094960602,-73.98411854690194,"{'type': 'Point', 'coordinates': [-73.98411854690194, 40.75484094960602]}",1,1,1,2024
102653,MANHATTAN,2024-01-01,02:05:00,02:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,5 AVENUE,25-44,WHITE HISPANIC,M,989545,213791,40.75348180968177,-73.98088850486349,"{'type': 'Point', 'coordinates': [-73.98088850486349, 40.75348180968177]}",1,1,1,2024
27935,BROOKLYN,2024-01-01,00:01:00,16:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-03-13T00:00:00.000,36 STREET,(null),(null),(null),983024,177659,40.654309475457225,-74.00441848198547,"{'type': 'Point', 'coordinates': [-74.00441848198547, 40.654309475457225]}",34,1,1,2024
96278,BROOKLYN,2024-01-01,02:21:00,02:31:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-01-01T00:00:00.000,CHURCH AVENUE,UNKNOWN,UNKNOWN,U,989955,173465,40.64279610160533,-73.9794428299875,"{'type': 'Point', 'coordinates': [-73.9794428299875, 40.64279610160533]}",30,1,1,2024
89085,MANHATTAN,2024-01-02,23:00:00,23:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-01-03T00:00:00.000,59 ST.-COLUMBUS CIRCLE,UNKNOWN,UNKNOWN,U,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,2,1,2024
64674,MANHATTAN,2024-01-02,23:20:00,23:29:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS DRUGS,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,34 ST.-PENN STATION,25-44,WHITE,M,986848,212883,40.75099078334884,-73.99062326583427,"{'type': 'Point', 'coordinates': [-73.99062326583427, 40.75099078334884]}",2,2,1,2024
39348,BROOKLYN,2024-01-02,12:56:00,12:56:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,20 AVENUE,18-24,WHITE HISPANIC,M,984735,159552,40.6046096524987,-73.99825336989451,"{'type': 'Point', 'coordinates': [-73.99825336989451, 40.6046096524987]}",34,2,1,2024
37211,MANHATTAN,2024-01-02,00:01:00,07:29:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-01-10T00:00:00.000,WEST 34 STREET/HUDSON YARDS,(null),(null),(null),984487,214192,40.75458403509786,-73.99914457048935,"{'type': 'Point', 'coordinates': [-73.99914457048935, 40.75458403509786]}",1,2,1,2024
75664,BROOKLYN,2024-01-02,13:36:00,13:36:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,JAY STREET-BOROUGH HALL,25-44,BLACK,M,987772,191476,40.692233421103055,-73.98729955552464,"{'type': 'Point', 'coordinates': [-73.98729955552464, 40.692233421103055]}",30,2,1,2024
78201,MANHATTAN,2024-01-02,18:35:00,18:44:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FORGERY,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,34 ST.-HERALD SQ.,25-44,BLACK,M,987639,212445,40.74978831616354,-73.98776859948752,"{'type': 'Point', 'coordinates': [-73.98776859948752, 40.74978831616354]}",2,2,1,2024
85355,MANHATTAN,2024-01-02,18:10:00,18:15:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT FACILITY (OTHER),2024-01-02T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,BLACK,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,2,1,2024
136304,BROOKLYN,2024-01-02,16:13:00,16:18:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,KINGS HIGHWAY,45-64,WHITE HISPANIC,M,996077,161202,40.609130685623,-73.95740454841642,"{'type': 'Point', 'coordinates': [-73.95740454841642, 40.609130685623]}",34,2,1,2024
86930,MANHATTAN,2024-01-02,10:00:00,10:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-01-03T00:00:00.000,42 STREET,UNKNOWN,UNKNOWN,U,988650,214286,40.75484094960602,-73.98411854690194,"{'type': 'Point', 'coordinates': [-73.98411854690194, 40.75484094960602]}",1,2,1,2024
20487,BROOKLYN,2024-01-02,14:23:00,14:23:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,59 STREET,25-44,ASIAN / PACIFIC ISLANDER,M,979306,172969,40.641435145615965,-74.01781464949576,"{'type': 'Point', 'coordinates': [-74.01781464949576, 40.641435145615965]}",34,2,1,2024
83465,MANHATTAN,2024-01-02,09:42:00,09:42:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,WHITE,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,2,1,2024
119201,MANHATTAN,2024-01-02,08:40:00,08:43:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-01-25T00:00:00.000,59 STREET,25-44,BLACK,M,993063,216978,40.76222650346466,-73.9681866435407,"{'type': 'Point', 'coordinates': [-73.9681866435407, 40.76222650346466]}",4,2,1,2024
136255,BROOKLYN,2024-01-02,15:00:00,15:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-01-03T00:00:00.000,MARCY AVENUE,UNKNOWN,UNKNOWN,U,995921,197378,40.70842603476187,-73.95790377644676,"{'type': 'Point', 'coordinates': [-73.95790377644676, 40.70842603476187]}",33,2,1,2024
116698,BROOKLYN,2024-01-02,10:00:00,10:02:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-01-03T00:00:00.000,CHURCH AVENUE,UNKNOWN,UNKNOWN,U,994496,175887,40.64943987891096,-73.96307629405122,"{'type': 'Point', 'coordinates': [-73.96307629405122, 40.64943987891096]}",32,2,1,2024
65058,MANHATTAN,2024-01-02,17:09:00,17:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS DRUGS,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,2,1,2024
33199,MANHATTAN,2024-01-02,23:49:00,23:59:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-01-03T00:00:00.000,CHAMBERS STREET,UNKNOWN,WHITE,F,983125,199091,40.71313543861811,-74.0040580580704,"{'type': 'Point', 'coordinates': [-74.0040580580704, 40.71313543861811]}",2,2,1,2024
109489,MANHATTAN,2024-01-02,14:30:00,15:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,96 STREET,(null),(null),(null),992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,2,1,2024
132035,BROOKLYN,2024-01-02,15:00:00,15:06:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,KINGS HIGHWAY,25-44,BLACK,F,996077,161202,40.609130685623,-73.95740454841642,"{'type': 'Point', 'coordinates': [-73.95740454841642, 40.609130685623]}",34,2,1,2024
68725,BROOKLYN,2024-01-02,02:40:00,02:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,18 AVENUE,25-44,WHITE HISPANIC,M,987306,165270,40.620303870532275,-73.98899184196063,"{'type': 'Point', 'coordinates': [-73.98899184196063, 40.620303870532275]}",34,2,1,2024
55592,BROOKLYN,2024-01-02,16:32:00,16:32:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,(null),2024-01-02T00:00:00.000,9 AVENUE,25-44,BLACK,M,985611,174612,40.645946102408296,-73.99509559526388,"{'type': 'Point', 'coordinates': [-73.99509559526388, 40.645946102408296]}",34,2,1,2024
133459,BROOKLYN,2024-01-02,10:18:00,10:18:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-01-02T00:00:00.000,KINGS HIGHWAY,25-44,WHITE HISPANIC,M,996077,161202,40.609130685623,-73.95740454841642,"{'type': 'Point', 'coordinates': [-73.95740454841642, 40.609130685623]}",34,2,1,2024
