,Unnamed: 0,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,rpt_dt,ofns_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex,transit_district,latitude,longitude,lat_lon,station_name,day,month,year,complaint_count,Matched_Station,Station (alphabetical by borough),2019
0,6948837,2019-01-01,08:30:00,10:00:00,01/01/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1033013.0,189339.0,UNKNOWN,UNKNOWN,U,23.0,40.68623422,-73.82417476,"(40.68623422, -73.82417476)",LEFFERTS BLVD.,1.0,1.0,2019.0,15,OZONE PARK LEFFERTS BLVD,OZONE PARK LEFFERTS BLVD,2216647.0
1,6598289,2019-01-01,17:00:00,17:10:00,01/01/2019,DANGEROUS WEAPONS,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988353.0,217918.0,25-44,BLACK,M,1.0,40.76481845,-73.98518947,"(40.76481845, -73.98518947)",59 ST. COLUMBUS CIRCLE,1.0,1.0,2019.0,238,59 ST COLUMBUS CIRCLE,59 ST COLUMBUS CIRCLE,23040650.0
3,6602273,2019-01-01,22:00:00,04:30:00,01/06/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985902.0,201709.0,(null),(null),(null),4.0,40.72032113,-73.99404032,"(40.72032113, -73.99404032)",BOWERY,1.0,1.0,2019.0,33,BOWERY,BOWERY,1325244.0
4,6957221,2019-01-01,02:00:00,03:00:00,01/01/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1050464.0,157916.0,18-24,BLACK,M,23.0,40.59987182,-73.7615602,"(40.59987182, -73.7615602)",BEACH 25 ST,1.0,1.0,2019.0,9,BEACH 25 ST,BEACH 25 ST,517164.0
5,6610765,2019-01-01,18:18:00,18:25:00,04/24/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987639.0,212445.0,25-44,BLACK,M,2.0,40.74978831,-73.98776859,"(40.74978831, -73.98776859)",34 ST. HERALD SQ.,1.0,1.0,2019.0,151,34 ST HERALD SQ,34 ST HERALD SQ,39385436.0
6,6838553,2019-01-01,00:01:00,23:59:00,01/30/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1022285.0,212504.0,(null),(null),(null),20.0,40.7498691,-73.86272585,"(40.7498691, -73.86272585)",103 ST. CORONA PLAZA,1.0,1.0,2019.0,37,103 ST CORONA PLAZA,103 ST CORONA PLAZA,6399657.0
7,6931665,2019-01-01,15:40:00,15:42:00,01/01/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1012537.0,253108.0,UNKNOWN,BLACK,M,11.0,40.86135236,-73.89773676,"(40.86135236, -73.89773676)",FORDHAM ROAD,1.0,1.0,2019.0,105,FORDHAM RD,FORDHAM RD,6792193.0
9,6631003,2019-01-01,15:30:00,15:40:00,01/11/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,993569.0,217891.0,UNKNOWN,BLACK,M,1.0,40.76473193,-73.9663588,"(40.76473193, -73.9663588)",LEXINGTON AVE.,1.0,1.0,2019.0,54,LEXINGTON AV,LEXINGTON AV,16760813.0
10,6587503,2019-01-01,13:10:00,13:18:00,01/01/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,25-44,WHITE,F,2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,1.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
11,6843040,2019-01-01,02:30:00,03:15:00,01/02/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1022285.0,212504.0,UNKNOWN,UNKNOWN,U,20.0,40.7498691,-73.86272585,"(40.7498691, -73.86272585)",103 ST. CORONA PLAZA,1.0,1.0,2019.0,37,103 ST CORONA PLAZA,103 ST CORONA PLAZA,6399657.0
12,6633307,2019-01-01,17:20:00,18:00:00,01/02/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989468.0,148972.0,25-44,ASIAN / PACIFIC ISLANDER,M,34.0,40.57556814,-73.98121659,"(40.57556814, -73.98121659)",STILLWELL AV CONEY ISLAND,1.0,1.0,2019.0,101,CONEY ISLAND STILLWELL AV,CONEY ISLAND STILLWELL AV,4579191.0
13,6635230,2019-01-01,19:30:00,(null),01/19/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989220.0,223013.0,UNKNOWN,WHITE HISPANIC,M,1.0,40.778794,-73.98205472,"(40.778794, -73.98205472)",72 ST,1.0,1.0,2019.0,96,72 ST,72 ST,24745492.0
14,6873713,2019-01-01,03:00:00,03:45:00,01/08/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008685.0,248472.0,(null),(null),(null),11.0,40.84863943,-73.91167941,"(40.84863943, -73.91167941)",176 ST,1.0,1.0,2019.0,24,176 ST,176 ST,1713696.0
15,6732745,2019-01-01,16:25:00,17:00:00,01/01/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000998.0,245665.0,<18,WHITE HISPANIC,M,3.0,40.84095296,-73.93947116,"(40.84095296, -73.93947116)",168 ST. WASHINGTON HTS.,1.0,1.0,2019.0,93,168 ST,168 ST,6156288.0
16,7091608,2019-01-01,00:12:00,(null),01/24/2020,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987639.0,212445.0,25-44,BLACK,M,2.0,40.74978831,-73.98776859,"(40.74978831, -73.98776859)",34 ST. HERALD SQ.,1.0,1.0,2019.0,151,34 ST HERALD SQ,34 ST HERALD SQ,39385436.0
17,6610908,2019-01-01,16:30:00,16:45:00,01/01/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987639.0,212445.0,(null),(null),(null),2.0,40.74978831,-73.98776859,"(40.74978831, -73.98776859)",34 ST. HERALD SQ.,1.0,1.0,2019.0,151,34 ST HERALD SQ,34 ST HERALD SQ,39385436.0
18,6612731,2019-01-01,18:00:00,(null),01/01/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986624.0,205185.0,UNKNOWN,BLACK,M,4.0,40.72986175,-73.99143444,"(40.72986175, -73.99143444)",ASTOR PLACE,1.0,1.0,2019.0,16,ASTOR PLACE,ASTOR PLACE,5502925.0
19,6734703,2019-01-01,01:44:00,02:50:00,01/01/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000916.0,245710.0,(null),(null),(null),3.0,40.84107663,-73.9397674,"(40.84107663, -73.9397674)",168 ST. WASHINGTON HTS.,1.0,1.0,2019.0,93,168 ST,168 ST,6156288.0
21,6674609,2019-01-01,08:20:00,08:30:00,01/01/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,25-44,BLACK,F,11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,1.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
22,6907598,2019-01-01,12:24:00,(null),01/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1010256.0,248770.0,18-24,BLACK,M,11.0,40.84945286,-73.90599986,"(40.84945286, -73.90599986)",TREMONT AV,1.0,1.0,2019.0,59,TREMONT AV,TREMONT AV,3052099.0
23,6951718,2019-01-01,23:45:00,00:25:00,01/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,(null),BUS (NYC TRANSIT),N.Y. TRANSIT POLICE,1,1027874.0,187301.0,(null),(null),(null),23.0,40.6806672,-73.84271766,"(40.6806672, -73.84271766)",ROCKAWAY BLVD.,1.0,1.0,2019.0,15,ROCKAWAY BLVD,ROCKAWAY BLVD,2299903.0
24,6626130,2019-01-01,11:25:00,11:33:00,01/01/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986970.0,199426.0,25-44,WHITE HISPANIC,M,4.0,40.71405458,-73.99018838,"(40.71405458, -73.99018838)",EAST BROADWAY,1.0,1.0,2019.0,83,EAST BROADWAY,EAST BROADWAY,4460330.0
25,6694370,2019-01-01,03:40:00,04:00:00,01/01/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998335.0,192625.0,UNKNOWN,UNKNOWN,M,30.0,40.69537665,-73.94920664,"(40.69537665, -73.94920664)",MYRTLE WILLOUGHBY AV,1.0,1.0,2019.0,15,MYRTLE WILLOUGHBY AVS,MYRTLE WILLOUGHBY AVS,1820637.0
26,6677367,2019-01-01,15:15:00,(null),01/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,25-44,WHITE HISPANIC,M,11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,1.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
27,6618366,2019-01-01,06:00:00,07:27:00,01/01/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000351.0,194575.0,UNKNOWN,UNKNOWN,U,33.0,40.7007255,-73.94193187,"(40.7007255, -73.94193187)",FLUSHING AV,1.0,1.0,2019.0,33,FLUSHING AV,FLUSHING AV,3506051.0
28,6514678,2019-01-01,01:50:00,02:00:00,01/01/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983551.0,208788.0,25-44,BLACK,M,2.0,40.73975138,-74.00252241,"(40.73975138, -74.00252241)",8 AV,1.0,1.0,2019.0,34,8 AV,8 AV,3801700.0
29,6894031,2019-01-01,21:00:00,05:16:00,01/15/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1038927.0,197178.0,(null),(null),(null),20.0,40.70771584,-73.80278703,"(40.70771584, -73.80278703)",PARSONS BLVD.,1.0,1.0,2019.0,47,PARSONS BLVD,PARSONS BLVD,2086114.0
30,6575351,2019-01-01,02:50:00,02:55:00,01/01/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986061.0,213320.0,25-44,WHITE HISPANIC,M,2.0,40.75219043,-73.99346359,"(40.75219043, -73.99346359)",34 ST. PENN STATION,1.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
31,6578742,2019-01-01,20:40:00,20:50:00,01/01/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,25-44,BLACK,M,2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,1.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
32,6693644,2019-01-01,06:45:00,06:55:00,01/01/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,992063.0,228791.0,25-44,WHITE HISPANIC,M,3.0,40.794651,-73.97178272,"(40.794651, -73.97178272)",96 ST,1.0,1.0,2019.0,111,96 ST,96 ST,25967810.0
33,6854545,2019-01-01,04:30:00,05:30:00,01/01/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1007046.0,236603.0,(null),(null),(null),12.0,40.81606683,-73.91764392,"(40.81606683, -73.91764392)",3 AV 149 ST,1.0,1.0,2019.0,131,3 AV 149 ST,3 AV 149 ST,6768255.0
34,6548900,2019-01-01,16:00:00,16:00:00,01/01/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,980770.0,194854.0,25-44,WHITE HISPANIC,M,2.0,40.70150526,-74.01255073,"(40.70150526, -74.01255073)",SOUTH FERRY,1.0,1.0,2019.0,92,SOUTH FERRY,SOUTH FERRY,10272682.0
36,6818378,2019-01-01,14:18:00,14:20:00,01/01/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1011722.0,261759.0,45-64,WHITE HISPANIC,F,3.0,40.88509925,-73.90064767,"(40.88509925, -73.90064767)",238 ST,1.0,1.0,2019.0,7,238 ST,238 ST,1204095.0
37,6754506,2019-01-01,04:10:00,(null),10/02/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,UNKNOWN,UNKNOWN,M,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,1.0,1.0,2019.0,524,125 ST,125 ST,24775742.0
38,6686680,2019-01-01,08:50:00,09:00:00,01/01/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998335.0,192625.0,UNKNOWN,BLACK,M,30.0,40.69537665,-73.94920664,"(40.69537665, -73.94920664)",MYRTLE WILLOUGHBY AV,1.0,1.0,2019.0,15,MYRTLE WILLOUGHBY AVS,MYRTLE WILLOUGHBY AVS,1820637.0
39,6620610,2019-01-01,01:30:00,01:40:00,01/01/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988650.0,214286.0,18-24,BLACK,F,1.0,40.75484094,-73.98411854,"(40.75484094, -73.98411854)",5 AV,1.0,1.0,2019.0,45,5 AV 53 ST,5 AV 53 ST,7684091.0
40,6615085,2019-01-01,05:20:00,05:40:00,01/01/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986738.0,202922.0,UNKNOWN,BLACK,M,4.0,40.72365033,-73.99102396,"(40.72365033, -73.99102396)",2 AV,1.0,1.0,2019.0,47,2 AV,2 AV,5583944.0
41,6626141,2019-01-01,09:13:00,(null),01/15/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987206.0,199455.0,(null),(null),(null),4.0,40.7141341,-73.98933706,"(40.7141341, -73.98933706)",EAST BROADWAY,1.0,1.0,2019.0,83,EAST BROADWAY,EAST BROADWAY,4460330.0
42,6681517,2019-01-01,20:26:00,(null),04/15/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,45-64,BLACK,M,11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,1.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
43,6673451,2019-01-02,13:27:00,(null),01/02/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,993063.0,216978.0,UNKNOWN,BLACK,F,4.0,40.7622265,-73.96818664,"(40.7622265, -73.96818664)",59 ST,2.0,1.0,2019.0,94,59 ST,59 ST,3664480.0
44,6690319,2019-01-02,05:00:00,06:00:00,01/02/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,992063.0,228791.0,UNKNOWN,UNKNOWN,U,3.0,40.794651,-73.97178272,"(40.794651, -73.97178272)",96 ST,2.0,1.0,2019.0,111,96 ST,96 ST,25967810.0
45,6675866,2019-01-02,12:01:00,(null),03/19/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,45-64,BLACK,M,11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,2.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
46,6646067,2019-01-02,12:30:00,12:45:00,01/03/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,990753.0,148876.0,UNKNOWN,BLACK,M,34.0,40.57530379,-73.97659102,"(40.57530379, -73.97659102)",WEST 8 ST NY AQUARIUM,2.0,1.0,2019.0,10,WEST 8 ST NEW YORK AQUARIUM,WEST 8 ST NEW YORK AQUARIUM,837836.0
47,6547688,2019-01-02,13:00:00,(null),01/02/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,980288.0,195963.0,(null),(null),(null),2.0,40.704549,-74.01428973,"(40.704549, -74.01428973)",BOWLING GREEN,2.0,1.0,2019.0,108,BOWLING GREEN,BOWLING GREEN,8362034.0
48,6735111,2019-01-02,22:00:00,16:00:00,01/07/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000998.0,245665.0,UNKNOWN,UNKNOWN,U,3.0,40.84095296,-73.93947116,"(40.84095296, -73.93947116)",168 ST. WASHINGTON HTS.,2.0,1.0,2019.0,93,168 ST,168 ST,6156288.0
49,6645374,2019-01-02,10:43:00,(null),01/02/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,994019.0,188128.0,UNKNOWN,UNKNOWN,U,30.0,40.68303923,-73.96477753,"(40.68303923, -73.96477753)",CLINTON WASHINGTON AV,2.0,1.0,2019.0,26,CLINTON WASHINGTON AVS,CLINTON WASHINGTON AVS,3753670.0
50,6768385,2019-01-02,09:05:00,09:09:00,01/02/2019,DANGEROUS DRUGS,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000622.0,235883.0,25-44,WHITE HISPANIC,M,3.0,40.81410488,-73.94085393,"(40.81410488, -73.94085393)",135 ST,2.0,1.0,2019.0,60,135 ST,135 ST,6012744.0
51,6619294,2019-01-02,10:42:00,(null),01/02/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986738.0,202922.0,(null),(null),(null),4.0,40.72365033,-73.99102396,"(40.72365033, -73.99102396)",2 AV,2.0,1.0,2019.0,47,2 AV,2 AV,5583944.0
53,6548287,2019-01-02,18:25:00,(null),01/03/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985819.0,187385.0,25-44,BLACK,M,30.0,40.68100512,-73.99434308,"(40.68100512, -73.99434308)",CARROLL ST,2.0,1.0,2019.0,9,CARROLL ST,CARROLL ST,3615019.0
54,6773733,2019-01-02,07:45:00,08:05:00,01/02/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1014333.0,211391.0,25-44,WHITE HISPANIC,M,20.0,40.74684483,-73.89143078,"(40.74684483, -73.89143078)",74 ST. BROADWAY,2.0,1.0,2019.0,40,74 BROADWAY,74 BROADWAY,17077862.0
55,6533760,2019-01-02,13:50:00,17:13:00,01/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,984016.0,162469.0,<18,WHITE HISPANIC,M,34.0,40.61261622,-74.0008428,"(40.61261622, -74.0008428)",79 ST,2.0,1.0,2019.0,17,79 ST,79 ST,6672153.0
56,6679997,2019-01-02,14:10:00,14:18:00,01/02/2019,FORGERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,25-44,BLACK HISPANIC,M,11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,2.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
57,6925030,2019-01-02,16:07:00,16:26:00,01/16/2019,FELONY ASSAULT,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1012537.0,253108.0,(null),(null),(null),11.0,40.86135236,-73.89773676,"(40.86135236, -73.89773676)",FORDHAM ROAD,2.0,1.0,2019.0,105,FORDHAM RD,FORDHAM RD,6792193.0
58,6652107,2019-01-02,09:50:00,09:55:00,01/14/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,990910.0,222076.0,25-44,BLACK,M,1.0,40.77622107,-73.97595353,"(40.77622107, -73.97595353)",72 ST,2.0,1.0,2019.0,96,72 ST,72 ST,24745492.0
59,6556111,2019-01-02,19:35:00,20:00:00,01/02/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,981604.0,198068.0,(null),(null),(null),2.0,40.71032722,-74.00954415,"(40.71032722, -74.00954415)",FULTON ST,2.0,1.0,2019.0,105,FULTON ST,FULTON ST,29483966.0
60,6582552,2019-01-02,11:35:00,11:40:00,01/02/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,(null),(null),(null),2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,2.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
62,6577053,2019-01-02,16:15:00,16:20:00,01/02/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,25-44,WHITE HISPANIC,M,2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,2.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
63,6832842,2019-01-02,17:05:00,17:15:00,01/02/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1037559.0,194576.0,18-24,BLACK,M,20.0,40.70058232,-73.80774181,"(40.70058232, -73.80774181)",SUTPHIN BLVD. ARCHER AVE.,2.0,1.0,2019.0,43,SUTPHIN BLVD,SUTPHIN BLVD,1345420.0
64,6609046,2019-01-02,03:00:00,02:30:00,03/29/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989388.0,190638.0,(null),(null),(null),30.0,40.68993251,-73.98147284,"(40.68993251, -73.98147284)",DEKALB AV,2.0,1.0,2019.0,82,DEKALB AV,DEKALB AV,9999534.0
65,6547323,2019-01-02,17:30:00,17:38:00,01/02/2019,DANGEROUS DRUGS,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985126.0,207917.0,25-44,BLACK,M,2.0,40.73736069,-73.99683897,"(40.73736069, -73.99683897)",14 ST,2.0,1.0,2019.0,272,14 ST,14 ST,28975310.0
66,6927314,2019-01-02,16:07:00,16:26:00,01/02/2019,FELONY ASSAULT,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1012537.0,253108.0,(null),(null),(null),11.0,40.86135236,-73.89773676,"(40.86135236, -73.89773676)",FORDHAM ROAD,2.0,1.0,2019.0,105,FORDHAM RD,FORDHAM RD,6792193.0
67,6583601,2019-01-02,11:10:00,11:20:00,01/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,25-44,BLACK,F,2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,2.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
70,6757374,2019-01-02,13:16:00,13:22:00,01/02/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,25-44,WHITE HISPANIC,M,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,2.0,1.0,2019.0,524,125 ST,125 ST,24775742.0
71,6587094,2019-01-02,11:00:00,11:06:00,01/02/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,(null),(null),(null),2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,2.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
