,Unnamed: 0,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,rpt_dt,ofns_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex,transit_district,latitude,longitude,lat_lon,station_name,day,month,year,complaint_count,Matched_Station,Station (alphabetical by borough),2019
946,6620487,2019-01-27,04:36:00,06:30:00,01/27/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986624.0,205185.0,(null),(null),(null),4.0,40.72986175,-73.99143444,"(40.72986175, -73.99143444)",ASTOR PLACE,27.0,1.0,2019.0,16,ASTOR PLACE,ASTOR PLACE,5502925.0
948,6708102,2019-01-27,21:40:00,21:45:00,01/27/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1006490.0,244533.0,18-24,WHITE HISPANIC,F,11.0,40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",170 ST,27.0,1.0,2019.0,130,170 ST,170 ST,4618072.0
950,6576096,2019-01-27,20:15:00,(null),02/04/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,(null),OPEN AREAS (OPEN LOTS),N.Y. TRANSIT POLICE,1,989317.0,162811.0,(null),(null),(null),34.0,40.6135535,-73.98174977,"(40.6135535, -73.98174977)",BAY PARKWAY,27.0,1.0,2019.0,21,BAY PKWY,BAY PKWY,4880927.0
952,6582829,2019-01-27,13:00:00,13:10:00,01/27/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989388.0,190638.0,UNKNOWN,BLACK,M,30.0,40.68993251,-73.98147284,"(40.68993251, -73.98147284)",DEKALB AV,27.0,1.0,2019.0,82,DEKALB AV,DEKALB AV,9999534.0
953,6583119,2019-01-27,00:40:00,00:50:00,01/27/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,UNKNOWN,BLACK,M,2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,27.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
954,6515076,2019-01-27,04:00:00,04:30:00,01/27/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983985.0,205857.0,25-44,BLACK,M,2.0,40.73170654,-74.00095616,"(40.73170654, -74.00095616)",W. 4 ST,27.0,1.0,2019.0,107,W. 4 ST,W. 4 ST,14063633.0
955,6897850,2019-01-27,15:00:00,15:09:00,01/27/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019699.0,188375.0,25-44,BLACK,M,33.0,40.6836516,-73.87218617,"(40.6836516, -73.87218617)",CRESCENT ST,27.0,1.0,2019.0,11,CRESCENT ST,CRESCENT ST,1391945.0
956,6716512,2019-01-27,00:25:00,00:30:00,01/27/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1011359.0,174331.0,18-24,BLACK,M,33.0,40.64513343,-73.90231306,"(40.64513343, -73.90231306)",ROCKAWAY PKWY CANARSIE,27.0,1.0,2019.0,30,CANARSIE ROCKAWAY PKWY,CANARSIE ROCKAWAY PKWY,3302691.0
957,6507171,2019-01-27,20:00:00,21:00:00,01/27/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985611.0,174612.0,UNKNOWN,UNKNOWN,U,34.0,40.6459461,-73.99509559,"(40.6459461, -73.99509559)",9 AV,27.0,1.0,2019.0,8,9 AV,9 AV,1708387.0
959,6544498,2019-01-27,16:12:00,16:12:00,01/30/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985126.0,207917.0,(null),(null),(null),2.0,40.73736069,-73.99683897,"(40.73736069, -73.99683897)",6 AV,27.0,1.0,2019.0,12,36 AV,36 AV,1933812.0
960,6854552,2019-01-27,21:20:00,21:40:00,01/27/2019,ROBBERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1007046.0,236603.0,UNKNOWN,BLACK,U,12.0,40.81606683,-73.91764392,"(40.81606683, -73.91764392)",3 AV 149 ST,27.0,1.0,2019.0,131,3 AV 149 ST,3 AV 149 ST,6768255.0
961,6721481,2019-01-27,15:32:00,15:37:00,01/27/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999643.0,228852.0,45-64,BLACK,M,4.0,40.79480848,-73.94440682,"(40.79480848, -73.94440682)",110 ST,27.0,1.0,2019.0,40,110 ST,110 ST,3316061.0
962,6912241,2019-01-27,19:30:00,20:00:00,01/31/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1021171.0,258964.0,18-24,UNKNOWN,F,12.0,40.87739338,-73.86649088,"(40.87739338, -73.86649088)",GUN HILL ROAD,27.0,1.0,2019.0,30,GUN HILL RD,GUN HILL RD,3520455.0
964,6878899,2019-01-27,06:21:00,(null),07/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1009004.0,186404.0,25-44,BLACK,M,33.0,40.67827803,-73.91075494,"(40.67827803, -73.91075494)",ROCKAWAY AV,27.0,1.0,2019.0,117,ROCKAWAY AV,ROCKAWAY AV,3238774.0
965,6631228,2019-01-28,15:45:00,16:02:00,01/28/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987048.0,206851.0,(null),(null),(null),4.0,40.73443438,-73.98990393,"(40.73443438, -73.98990393)",14 ST,28.0,1.0,2019.0,272,14 ST,14 ST,28975310.0
966,6882089,2019-01-28,14:18:00,(null),07/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1009004.0,186404.0,25-44,BLACK,M,33.0,40.67827803,-73.91075494,"(40.67827803, -73.91075494)",ROCKAWAY AV,28.0,1.0,2019.0,117,ROCKAWAY AV,ROCKAWAY AV,3238774.0
967,6784447,2019-01-28,13:10:00,13:10:00,01/28/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1014509.0,238113.0,25-44,BLACK,M,12.0,40.82018895,-73.89067524,"(40.82018895, -73.89067524)",HUNTS POINT AV,28.0,1.0,2019.0,63,HUNTS POINT AV,HUNTS POINT AV,3174354.0
968,6716451,2019-01-28,21:15:00,21:45:00,01/28/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1011359.0,174331.0,UNKNOWN,BLACK,M,33.0,40.64513343,-73.90231306,"(40.64513343, -73.90231306)",ROCKAWAY PKWY CANARSIE,28.0,1.0,2019.0,30,CANARSIE ROCKAWAY PKWY,CANARSIE ROCKAWAY PKWY,3302691.0
969,6601348,2019-01-28,10:32:00,10:38:00,01/28/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989266.0,217247.0,25-44,BLACK,M,1.0,40.7629678,-73.98189293,"(40.7629678, -73.98189293)",7 AV,28.0,1.0,2019.0,45,7 AV,7 AV,12287595.0
970,6739249,2019-01-28,12:40:00,13:00:00,01/28/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998318.0,209802.0,25-44,WHITE HISPANIC,M,20.0,40.7425234,-73.94923204,"(40.7425234, -73.94923204)",HUNTERS POINT AV,28.0,1.0,2019.0,4,HUNTERS POINT AV,HUNTERS POINT AV,1885928.0
971,7319936,2019-01-28,19:48:00,(null),01/21/2020,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1009004.0,186404.0,(null),(null),(null),33.0,40.67827803,-73.91075494,"(40.67827803, -73.91075494)",ROCKAWAY AV,28.0,1.0,2019.0,117,ROCKAWAY AV,ROCKAWAY AV,3238774.0
972,6517114,2019-01-28,13:50:00,14:00:00,01/28/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,990847.0,167337.0,25-44,WHITE HISPANIC,M,34.0,40.62597542,-73.97623462,"(40.62597542, -73.97623462)","AV ""I""",28.0,1.0,2019.0,7,163 ST AMSTERDAM AV,163 ST AMSTERDAM AV,1390312.0
973,6675092,2019-01-28,11:45:00,12:06:00,01/28/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,(null),(null),(null),11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,28.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
974,6522960,2019-01-28,19:00:00,19:30:00,01/29/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,990502.0,188496.0,UNKNOWN,BLACK,M,32.0,40.68405249,-73.97745785,"(40.68405249, -73.97745785)",ATLANTIC AV,28.0,1.0,2019.0,86,ATLANTIC AV,ATLANTIC AV,469819.0
975,6587587,2019-01-28,04:45:00,05:30:00,01/28/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,984669.0,210807.0,45-64,BLACK,M,2.0,40.74529305,-73.99848786,"(40.74529305, -73.99848786)",23 ST,28.0,1.0,2019.0,96,23 ST,23 ST,36265338.0
976,6644003,2019-01-28,01:15:00,01:30:00,01/28/2019,DANGEROUS DRUGS,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988029.0,208946.0,25-44,WHITE,M,4.0,40.74018427,-73.98636299,"(40.74018427, -73.98636299)",23 ST,28.0,1.0,2019.0,96,23 ST,23 ST,36265338.0
977,6604238,2019-01-28,16:49:00,16:52:00,01/28/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989294.0,215445.0,25-44,BLACK,M,1.0,40.75802176,-73.98179321,"(40.75802176, -73.98179321)",47 50 ST./ROCKEFELLER CTR.,28.0,1.0,2019.0,58,47 50 ST ROCKEFELLER CTR,47 50 ST ROCKEFELLER CTR,18604810.0
978,6572591,2019-01-28,13:30:00,14:00:00,02/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,982806.0,201821.0,UNKNOWN,WHITE HISPANIC,M,2.0,40.72062858,-74.00520932,"(40.72062858, -74.00520932)",CANAL ST,28.0,1.0,2019.0,128,CANAL ST,CANAL ST,24249863.0
979,6709921,2019-01-28,14:35:00,14:40:00,01/28/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1010584.0,190287.0,UNKNOWN,WHITE,U,33.0,40.68893141,-73.90504343,"(40.68893141, -73.90504343)",WILSON AV,28.0,1.0,2019.0,6,WILSON AV,WILSON AV,1290221.0
980,6709723,2019-01-28,14:50:00,14:55:00,01/28/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998736.0,227214.0,25-44,UNKNOWN,M,4.0,40.79031415,-73.94768606,"(40.79031415, -73.94768606)",103 ST,28.0,1.0,2019.0,78,103 ST,103 ST,9303988.0
982,6597782,2019-01-28,18:30:00,18:35:00,01/30/2019,MISCELLANEOUS PENAL LAW,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985457.0,210372.0,(null),(null),(null),2.0,40.74409901,-73.99564413,"(40.74409901, -73.99564413)",23 ST,28.0,1.0,2019.0,96,23 ST,23 ST,36265338.0
983,6725747,2019-01-28,05:09:00,(null),11/05/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008110.0,244858.0,(null),(null),(null),11.0,40.83872163,-73.91377061,"(40.83872163, -73.91377061)",170 ST,28.0,1.0,2019.0,130,170 ST,170 ST,4618072.0
984,6598965,2019-01-28,18:00:00,18:11:00,01/28/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987526.0,211899.0,(null),(null),(null),2.0,40.74828972,-73.98817669,"(40.74828972, -73.98817669)",34 ST,28.0,1.0,2019.0,169,34 ST HERALD SQ,34 ST HERALD SQ,39385436.0
985,6624670,2019-01-28,20:56:00,(null),08/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998181.0,231480.0,45-64,BLACK,M,3.0,40.80202405,-73.9496815,"(40.80202405, -73.9496815)",116 ST,28.0,1.0,2019.0,127,116 ST,116 ST,10206225.0
986,6640757,2019-01-28,13:00:00,(null),01/28/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,990886.0,213048.0,25-44,BLACK,M,4.0,40.75144155,-73.9760491,"(40.75144155, -73.9760491)",42 ST. GRAND CENTRAL,28.0,1.0,2019.0,189,GRAND CENTRAL 42 ST,GRAND CENTRAL 42 ST,45745700.0
988,6855975,2019-01-28,17:58:00,18:05:00,01/28/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1014845.0,257494.0,25-44,BLACK HISPANIC,F,11.0,40.87338288,-73.88937285,"(40.87338288, -73.88937285)",BEDFORD PK. BLVD. LEHMAN COLLE,28.0,1.0,2019.0,7,BEDFORD PARK BLVD LEHMAN COLLEGE,BEDFORD PARK BLVD LEHMAN COLLEGE,1538253.0
989,6720229,2019-01-28,07:45:00,08:00:00,01/28/2019,FORGERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1007027.0,245405.0,(null),(null),(null),11.0,40.84022585,-73.91768268,"(40.84022585, -73.91768268)",170 ST,28.0,1.0,2019.0,130,170 ST,170 ST,4618072.0
990,6846049,2019-01-28,08:45:00,08:45:00,01/28/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1022285.0,212504.0,(null),(null),(null),20.0,40.7498691,-73.86272585,"(40.7498691, -73.86272585)",103 ST. CORONA PLAZA,28.0,1.0,2019.0,37,103 ST CORONA PLAZA,103 ST CORONA PLAZA,6399657.0
991,6950912,2019-01-28,21:00:00,03:38:00,01/29/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1029466.0,187785.0,(null),(null),(null),23.0,40.68198768,-73.83697461,"(40.68198768, -73.83697461)",104 ST,28.0,1.0,2019.0,7,104 ST,104 ST,1311812.0
993,6685388,2019-01-28,19:00:00,19:15:00,01/28/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,997374.0,234664.0,45-64,BLACK,M,3.0,40.81076448,-73.95259015,"(40.81076448, -73.95259015)",125 ST,28.0,1.0,2019.0,524,125 ST,125 ST,24775742.0
994,6582443,2019-01-28,09:00:00,10:40:00,01/28/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,(null),(null),(null),2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,28.0,1.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
995,6848417,2019-01-28,19:00:00,19:20:00,01/29/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1014676.0,184384.0,(null),(null),(null),33.0,40.67271591,-73.89031495,"(40.67271591, -73.89031495)",VAN SICLEN AV,28.0,1.0,2019.0,37,VAN SICLEN AV,VAN SICLEN AV,2563608.0
996,6800017,2019-01-28,17:00:00,17:30:00,01/30/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1017689.0,241175.0,UNKNOWN,UNKNOWN,U,12.0,40.82858179,-73.87917076,"(40.82858179, -73.87917076)",ELDER AV,28.0,1.0,2019.0,14,ELDER AV,ELDER AV,1996492.0
997,6848449,2019-01-28,19:00:00,19:20:00,01/29/2019,CRIMINAL MISCHIEF & RELATED OF,ATTEMPTED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1014676.0,184384.0,(null),(null),(null),33.0,40.67271591,-73.89031495,"(40.67271591, -73.89031495)",VAN SICLEN AV,28.0,1.0,2019.0,37,VAN SICLEN AV,VAN SICLEN AV,2563608.0
998,6703027,2019-01-28,22:00:00,05:33:00,01/29/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1006941.0,219842.0,(null),(null),(null),20.0,40.77006271,-73.91807989,"(40.77006271, -73.91807989)",ASTORIA BLVD.,28.0,1.0,2019.0,15,ASTORIA BLVD,ASTORIA BLVD,723354.0
999,6762917,2019-01-28,11:24:00,(null),04/30/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1003358.0,182945.0,45-64,BLACK,M,32.0,40.66879784,-73.93112014,"(40.66879784, -73.93112014)",UTICA AVE. CROWN HEIGHTS,28.0,1.0,2019.0,146,CROWN HEIGHTS UTICA AV,CROWN HEIGHTS UTICA AV,7933008.0
1001,6918978,2019-01-29,15:37:00,15:37:00,01/29/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1021568.0,185710.0,25-44,BLACK,M,33.0,40.6763291,-73.86546213,"(40.6763291, -73.86546213)",GRANT AV,29.0,1.0,2019.0,43,GRANT AV,GRANT AV,1749932.0
1002,6720647,2019-01-29,18:15:00,(null),01/29/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999643.0,228852.0,UNKNOWN,BLACK,F,4.0,40.79480848,-73.94440682,"(40.79480848, -73.94440682)",110 ST,29.0,1.0,2019.0,40,110 ST,110 ST,3316061.0
1003,6741609,2019-01-29,15:00:00,15:15:00,01/30/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000998.0,245665.0,18-24,BLACK HISPANIC,M,3.0,40.84095296,-73.93947116,"(40.84095296, -73.93947116)",168 ST. WASHINGTON HTS.,29.0,1.0,2019.0,93,168 ST,168 ST,6156288.0
1004,6734880,2019-01-29,15:00:00,(null),01/30/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019164.0,210169.0,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,20.0,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",WOODHAVEN BLVD.,29.0,1.0,2019.0,21,WOODHAVEN BLVD,WOODHAVEN BLVD,7718919.0
1005,6679464,2019-01-29,15:50:00,15:55:00,01/29/2019,FORGERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,25-44,WHITE HISPANIC,M,11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,29.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
1007,6569721,2019-01-29,08:40:00,08:50:00,01/29/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,996945.0,238532.0,UNKNOWN,BLACK,F,3.0,40.82138169,-73.95413257,"(40.82138169, -73.95413257)",137 ST. CITY COLLEGE,29.0,1.0,2019.0,21,137 ST CITY COLLEGE,137 ST CITY COLLEGE,3874783.0
1008,6685184,2019-01-29,18:50:00,19:00:00,01/29/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004749.0,240880.0,(null),(null),(null),11.0,40.82781161,-73.92592932,"(40.82781161, -73.92592932)",161 ST. YANKEE STADIUM,29.0,1.0,2019.0,232,161 ST YANKEE STADIUM,161 ST YANKEE STADIUM,8254928.0
1009,6732130,2019-01-29,14:55:00,15:00:00,01/29/2019,FORGERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008110.0,244858.0,25-44,BLACK,M,11.0,40.83872163,-73.91377061,"(40.83872163, -73.91377061)",170 ST,29.0,1.0,2019.0,130,170 ST,170 ST,4618072.0
1010,6623790,2019-01-29,15:00:00,15:08:00,01/29/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998181.0,231480.0,(null),(null),(null),3.0,40.80202405,-73.9496815,"(40.80202405, -73.9496815)",116 ST,29.0,1.0,2019.0,127,116 ST,116 ST,10206225.0
1011,6734676,2019-01-29,08:32:00,08:48:00,01/29/2019,FORGERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008110.0,244858.0,25-44,BLACK,M,11.0,40.83872163,-73.91377061,"(40.83872163, -73.91377061)",170 ST,29.0,1.0,2019.0,130,170 ST,170 ST,4618072.0
1012,6589366,2019-01-29,00:05:00,00:15:00,01/29/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988353.0,217918.0,25-44,WHITE HISPANIC,M,1.0,40.76481845,-73.98518947,"(40.76481845, -73.98518947)",59 ST. COLUMBUS CIRCLE,29.0,1.0,2019.0,238,59 ST COLUMBUS CIRCLE,59 ST COLUMBUS CIRCLE,23040650.0
1013,6743984,2019-01-29,20:30:00,20:35:00,01/29/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1020176.0,206536.0,UNKNOWN,BLACK,M,20.0,40.73349726,-73.87036942,"(40.73349726, -73.87036942)",WOODHAVEN BLVD.,29.0,1.0,2019.0,21,WOODHAVEN BLVD,WOODHAVEN BLVD,7718919.0
1014,6954782,2019-01-29,09:05:00,09:25:00,01/29/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1027874.0,187301.0,45-64,BLACK,M,23.0,40.6806672,-73.84271766,"(40.6806672, -73.84271766)",ROCKAWAY BLVD.,29.0,1.0,2019.0,15,ROCKAWAY BLVD,ROCKAWAY BLVD,2299903.0
1015,6627812,2019-01-29,14:40:00,15:05:00,01/29/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999342.0,233575.0,(null),(null),(null),3.0,40.80777234,-73.94548329,"(40.80777234, -73.94548329)",125 ST,29.0,1.0,2019.0,524,125 ST,125 ST,24775742.0
1016,6734957,2019-01-29,19:35:00,20:00:00,01/30/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,996931.0,205311.0,UNKNOWN,UNKNOWN,U,30.0,40.73019881,-73.95424585,"(40.73019881, -73.95424585)",GREENPOINT AV,29.0,1.0,2019.0,8,GREENPOINT AV,GREENPOINT AV,3089912.0
1017,6913975,2019-01-29,09:10:00,09:15:00,01/29/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1021568.0,185710.0,UNKNOWN,UNKNOWN,U,33.0,40.6763291,-73.86546213,"(40.6763291, -73.86546213)",GRANT AV,29.0,1.0,2019.0,43,GRANT AV,GRANT AV,1749932.0
1018,6577039,2019-01-29,15:00:00,15:20:00,01/31/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,984338.0,208351.0,25-44,BLACK HISPANIC,F,2.0,40.73855195,-73.99968244,"(40.73855195, -73.99968244)",14 ST,29.0,1.0,2019.0,272,14 ST,14 ST,28975310.0
1019,6836821,2019-01-29,10:00:00,10:00:00,01/29/2019,FORGERY,ATTEMPTED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1006614.0,233501.0,45-64,BLACK,M,12.0,40.80755382,-73.91921496,"(40.80755382, -73.91921496)",BROOK AV,29.0,1.0,2019.0,32,BROOK AV,BROOK AV,1823468.0
