,Unnamed: 0,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,rpt_dt,ofns_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex,transit_district,latitude,longitude,lat_lon,station_name,day,month,year,complaint_count,Matched_Station,Station (alphabetical by borough),2022
0,7929929,2022-01-01,01:00:00,01:05:00,01/01/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,982103.0,198029.0,25-44,WHITE HISPANIC,M,2.0,40.71022031,-74.00774423,"(40.71022031, -74.00774423)",BROADWAY/NASSAU,1.0,1.0,2022.0,23,BROADWAY,BROADWAY,3361200.0
1,8145073,2022-01-01,16:00:00,16:00:00,04/23/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1009301.0,247650.0,UNKNOWN,UNKNOWN,U,11.0,40.84638155,-73.90945594,"(40.84638155, -73.90945594)",174 175 ST,1.0,1.0,2022.0,20,174 175 ST,174 175 ST,859988.0
2,8223805,2022-01-01,20:25:00,20:30:00,01/01/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1004368.0,237509.0,25-44,BLACK HISPANIC,M,11.0,40.81856005,-73.92731612,"(40.81856005, -73.92731612)",149 ST. GRAND CONCOURSE,1.0,1.0,2022.0,90,149 ST GRAND CONCOURSE,149 ST GRAND CONCOURSE,2026363.0
3,7977592,2022-01-01,18:05:00,18:06:00,01/01/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986256.0,181739.0,18-24,WHITE HISPANIC,M,32.0,40.66550803,-73.99276919,"(40.66550803, -73.99276919)",PROSPECT AV,1.0,1.0,2022.0,50,PROSPECT AV,PROSPECT AV,2408486.0
4,7948524,2022-01-01,19:54:00,(null),04/19/2022,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,992063.0,228791.0,45-64,BLACK,M,3.0,40.794651,-73.97178272,"(40.794651, -73.97178272)",96 ST,1.0,1.0,2022.0,143,96 ST,96 ST,15818876.0
5,8041787,2022-01-01,00:01:00,13:00:00,01/05/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989468.0,148972.0,UNKNOWN,UNKNOWN,U,34.0,40.57556814,-73.98121659,"(40.57556814, -73.98121659)",STILLWELL AV CONEY ISLAND,1.0,1.0,2022.0,90,CONEY ISLAND STILLWELL AV,CONEY ISLAND STILLWELL AV,2879052.0
6,8237476,2022-01-01,20:51:00,20:53:00,01/03/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1018151.0,207719.0,UNKNOWN,UNKNOWN,U,20.0,40.7367523,-73.87767019,"(40.7367523, -73.87767019)",GRAND AVE. NEWTON,1.0,1.0,2022.0,14,GRAND AV NEWTOWN,GRAND AV NEWTOWN,3588300.0
7,8048699,2022-01-01,03:45:00,09:00:00,01/01/2022,GRAND LARCENY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1021171.0,258964.0,(null),(null),(null),12.0,40.87739338,-73.86649088,"(40.87739338, -73.86649088)",GUN HILL ROAD,1.0,1.0,2022.0,45,GUN HILL RD,GUN HILL RD,2051752.0
8,7932907,2022-01-01,10:00:00,12:20:00,01/01/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983125.0,199091.0,(null),(null),(null),2.0,40.71313543,-74.00405805,"(40.71313543, -74.00405805)",BROOKLYN BRIDGE CITY HALL,1.0,1.0,2022.0,55,BROOKLYN BRIDGE CITY HALL,BROOKLYN BRIDGE CITY HALL,5050750.0
9,8174142,2022-01-01,02:45:00,02:46:00,01/01/2022,FELONY ASSAULT,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1012537.0,253108.0,UNKNOWN,BLACK HISPANIC,M,11.0,40.86135236,-73.89773676,"(40.86135236, -73.89773676)",FORDHAM ROAD,1.0,1.0,2022.0,122,FORDHAM RD,FORDHAM RD,3905133.0
10,7967622,2022-01-01,20:45:00,20:50:00,01/01/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988057.0,191462.0,(null),(null),(null),30.0,40.69219487,-73.98627184,"(40.69219487, -73.98627184)",LAWRENCE ST,1.0,1.0,2022.0,15,ST LAWRENCE AVE,ST LAWRENCE AVE,793668.0
11,8157407,2022-01-01,02:00:00,02:20:00,01/01/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999342.0,233575.0,45-64,BLACK,M,3.0,40.80777234,-73.94548329,"(40.80777234, -73.94548329)",125 ST,1.0,1.0,2022.0,349,125 ST,125 ST,13941068.0
12,7932427,2022-01-01,03:00:00,04:00:00,01/01/2022,GRAND LARCENY,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000918.0,212592.0,(null),(null),(null),20.0,40.75017673,-73.93984237,"(40.75017673, -73.93984237)",QUEENSBORO PLAZA,1.0,1.0,2022.0,50,QUEENSBORO PLAZA,QUEENSBORO PLAZA,3116629.0
13,8015041,2022-01-01,01:00:00,10:00:00,01/01/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988099.0,217000.0,25-44,BLACK,M,1.0,40.76229044,-73.98610578,"(40.76229044, -73.98610578)",50 ST,1.0,1.0,2022.0,67,50 ST,50 ST,9792658.0
14,8134263,2022-01-01,00:32:00,00:37:00,01/06/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998054.0,178678.0,(null),(null),(null),32.0,40.65709573,-73.95024855,"(40.65709573, -73.95024855)",WINTHROP ST,1.0,1.0,2022.0,12,WINTHROP ST,WINTHROP ST,1499531.0
15,8018061,2022-01-01,23:41:00,23:49:00,05/22/2022,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988650.0,214286.0,25-44,BLACK,M,1.0,40.75484094,-73.98411854,"(40.75484094, -73.98411854)",42 ST,1.0,1.0,2022.0,42,GRAND CENTRAL 42 ST,GRAND CENTRAL 42 ST,22937475.0
17,8093759,2022-01-01,00:01:00,13:00:00,01/05/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,994961.0,149718.0,UNKNOWN,UNKNOWN,U,34.0,40.57761083,-73.96144207,"(40.57761083, -73.96144207)",BRIGHTON BEACH,1.0,1.0,2022.0,14,BRIGHTON BEACH,BRIGHTON BEACH,2283378.0
19,8250995,2022-01-01,14:39:00,(null),02/07/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1007046.0,236603.0,45-64,WHITE HISPANIC,M,12.0,40.81606683,-73.91764392,"(40.81606683, -73.91764392)",3 AV 149 ST,1.0,1.0,2022.0,81,3 AV 149 ST,3 AV 149 ST,3330977.0
20,8251351,2022-01-01,12:55:00,13:00:00,01/01/2022,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1006614.0,233501.0,25-44,BLACK,M,12.0,40.80755382,-73.91921496,"(40.80755382, -73.91921496)",BROOK AV,1.0,1.0,2022.0,26,BROOK AV,BROOK AV,1117049.0
21,7991759,2022-01-01,03:00:00,03:05:00,03/24/2022,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1009519.0,180676.0,UNKNOWN,WHITE HISPANIC,M,32.0,40.6625545,-73.9089197,"(40.6625545, -73.9089197)",ROCKAWAY AV,1.0,1.0,2022.0,29,ROCKAWAY AV,ROCKAWAY AV,1801108.0
22,8017910,2022-01-01,00:00:00,05:12:00,01/04/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1012377.0,263348.0,(null),(null),(null),3.0,40.88945849,-73.8982722,"(40.88945849, -73.8982722)",242 ST. VAN CORTLANDT PARK,1.0,1.0,2022.0,20,VAN CORTLANDT PARK 242 ST,VAN CORTLANDT PARK 242 ST,1350182.0
23,8160738,2022-01-02,15:00:00,15:05:00,02/01/2022,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999539.0,239499.0,25-44,ASIAN / PACIFIC ISLANDER,F,3.0,40.82403172,-73.94475817,"(40.82403172, -73.94475817)",145 ST,2.0,1.0,2022.0,142,145 ST,145 ST,6836655.0
24,8234275,2022-01-02,12:30:00,12:39:00,01/02/2022,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1027498.0,202160.0,UNKNOWN,BLACK,M,20.0,40.72145346,-73.84397787,"(40.72145346, -73.84397787)",71 AVE. FOREST HILLS,2.0,1.0,2022.0,59,FOREST HILLS 71 AV,FOREST HILLS 71 AV,4794614.0
25,8301291,2022-01-02,13:15:00,(null),02/15/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1013463.0,254828.0,25-44,WHITE HISPANIC,M,11.0,40.86607022,-73.89438159,"(40.86607022, -73.89438159)",KINGSBRIDGE ROAD,2.0,1.0,2022.0,81,KINGSBRIDGE RD,KINGSBRIDGE RD,3001014.0
26,7897892,2022-01-02,21:28:00,21:30:00,01/02/2022,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,993063.0,216978.0,18-24,BLACK,M,4.0,40.7622265,-73.96818664,"(40.7622265, -73.96818664)",59 ST,2.0,1.0,2022.0,100,59 ST,59 ST,2640485.0
27,7845713,2022-01-02,18:00:00,19:00:00,01/03/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,984487.0,214192.0,UNKNOWN,UNKNOWN,U,1.0,40.75458403,-73.99914457,"(40.75458403, -73.99914457)",WEST 34 ST/HUDSON YARDS,2.0,1.0,2022.0,48,34 ST HUDSON YARDS,34 ST HUDSON YARDS,4376335.0
28,8239839,2022-01-02,12:30:00,12:39:00,01/02/2022,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1027498.0,202160.0,UNKNOWN,BLACK,M,20.0,40.72145346,-73.84397787,"(40.72145346, -73.84397787)",71 AVE. FOREST HILLS,2.0,1.0,2022.0,59,FOREST HILLS 71 AV,FOREST HILLS 71 AV,4794614.0
29,8191727,2022-01-02,18:10:00,18:20:00,01/02/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000916.0,245710.0,45-64,BLACK,M,3.0,40.84107663,-73.9397674,"(40.84107663, -73.9397674)",168 ST. WASHINGTON HTS.,2.0,1.0,2022.0,134,168 ST,168 ST,4657808.0
30,8071127,2022-01-02,20:30:00,20:50:00,01/02/2022,ROBBERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,993569.0,217891.0,UNKNOWN,WHITE HISPANIC,F,1.0,40.76473193,-73.9663588,"(40.76473193, -73.9663588)",LEXINGTON AVE.,2.0,1.0,2022.0,49,LEXINGTON AV,LEXINGTON AV,9894012.0
31,8143943,2022-01-02,14:28:00,14:30:00,04/05/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998181.0,231480.0,25-44,BLACK,M,3.0,40.80202405,-73.9496815,"(40.80202405, -73.9496815)",116 ST,2.0,1.0,2022.0,87,116 ST,116 ST,6067922.0
32,8079075,2022-01-02,12:30:00,12:39:00,01/02/2022,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1027498.0,202160.0,25-44,BLACK,M,20.0,40.72145346,-73.84397787,"(40.72145346, -73.84397787)",71 AVE. FOREST HILLS,2.0,1.0,2022.0,59,FOREST HILLS 71 AV,FOREST HILLS 71 AV,4794614.0
33,7955339,2022-01-02,19:15:00,19:18:00,01/02/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,984801.0,179904.0,UNKNOWN,UNKNOWN,M,32.0,40.66047157,-73.99801402,"(40.66047157, -73.99801402)",25 ST,2.0,1.0,2022.0,8,25 ST,25 ST,758500.0
34,7961741,2022-01-02,08:20:00,08:23:00,01/02/2022,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985902.0,201709.0,25-44,WHITE,M,4.0,40.72032113,-73.99404032,"(40.72032113, -73.99404032)",BOWERY,2.0,1.0,2022.0,27,BOWERY,BOWERY,748064.0
35,8236407,2022-01-02,18:50:00,19:08:00,01/02/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1016145.0,259815.0,(null),(null),(null),11.0,40.87974871,-73.8846612,"(40.87974871, -73.8846612)",MOSHOLU PKWY.,2.0,1.0,2022.0,17,MOSHOLU PKWY,MOSHOLU PKWY,1647450.0
36,8166051,2022-01-02,15:24:00,(null),04/05/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999342.0,233575.0,25-44,BLACK,M,3.0,40.80777234,-73.94548329,"(40.80777234, -73.94548329)",125 ST,2.0,1.0,2022.0,349,125 ST,125 ST,13941068.0
37,8083568,2022-01-02,10:15:00,10:36:00,01/02/2022,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1003927.0,186763.0,45-64,BLACK,M,33.0,40.67927614,-73.92905788,"(40.67927614, -73.92905788)",UTICA AV,2.0,1.0,2022.0,40,UTICA AV,UTICA AV,2671676.0
38,8084443,2022-01-02,21:20:00,21:40:00,01/03/2022,ROBBERY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019779.0,185370.0,25-44,BLACK,M,33.0,40.67540324,-73.87191357,"(40.67540324, -73.87191357)",EUCLID AV,2.0,1.0,2022.0,80,EUCLID AV,EUCLID AV,1740093.0
39,8185252,2022-01-02,18:10:00,18:20:00,01/02/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000916.0,245710.0,45-64,BLACK,M,3.0,40.84107663,-73.9397674,"(40.84107663, -73.9397674)",168 ST. WASHINGTON HTS.,2.0,1.0,2022.0,134,168 ST,168 ST,4657808.0
40,8321126,2022-01-02,18:40:00,18:45:00,01/02/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1023693.0,186852.0,18-24,WHITE HISPANIC,M,23.0,40.67945442,-73.85779447,"(40.67945442, -73.85779447)",80 ST,2.0,1.0,2022.0,9,80 ST,80 ST,854247.0
41,8129962,2022-01-02,19:34:00,(null),09/15/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,997374.0,234664.0,65+,BLACK,M,3.0,40.81076448,-73.95259015,"(40.81076448, -73.95259015)",125 ST,2.0,1.0,2022.0,349,125 ST,125 ST,13941068.0
42,7985864,2022-01-02,21:30:00,21:35:00,01/03/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987048.0,206851.0,25-44,WHITE HISPANIC,M,4.0,40.73443438,-73.98990393,"(40.73443438, -73.98990393)",14 ST,2.0,1.0,2022.0,219,14 ST,14 ST,17985855.0
43,8036987,2022-01-02,00:58:00,01:00:00,02/17/2022,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019779.0,185370.0,UNKNOWN,UNKNOWN,M,33.0,40.67540324,-73.87191357,"(40.67540324, -73.87191357)",EUCLID AV,2.0,1.0,2022.0,80,EUCLID AV,EUCLID AV,1740093.0
45,7934071,2022-01-02,11:40:00,11:45:00,01/02/2022,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989085.0,205728.0,25-44,BLACK,M,4.0,40.73135114,-73.9825546,"(40.73135114, -73.9825546)",1 AV,2.0,1.0,2022.0,26,1 AV,1 AV,5337253.0
46,8616750,2022-01-02,16:01:00,18:39:00,02/01/2023,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1003358.0,182945.0,45-64,WHITE HISPANIC,M,32.0,40.66879784,-73.93112014,"(40.66879784, -73.93112014)",UTICA AVE. CROWN HEIGHTS,2.0,1.0,2022.0,113,CROWN HEIGHTS UTICA AV,CROWN HEIGHTS UTICA AV,4584880.0
47,8128590,2022-01-02,18:25:00,18:30:00,01/02/2022,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,(null),BUS STOP,N.Y. POLICE DEPT,0,1006941.0,219842.0,25-44,BLACK,F,20.0,40.77006271,-73.91807989,"(40.77006271, -73.91807989)",ASTORIA BLVD.,2.0,1.0,2022.0,14,ASTORIA BLVD,ASTORIA BLVD,2182362.0
48,8233532,2022-01-03,02:20:00,02:43:00,01/03/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1017983.0,262622.0,UNKNOWN,UNKNOWN,U,11.0,40.8874462,-73.87800049,"(40.8874462, -73.87800049)",WOODLAWN,3.0,1.0,2022.0,48,WOODLAWN,WOODLAWN,1164758.0
49,7874644,2022-01-03,19:22:00,20:40:00,01/03/2022,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983985.0,205857.0,UNKNOWN,WHITE HISPANIC,M,2.0,40.73170654,-74.00095616,"(40.73170654, -74.00095616)",W. 4 ST,3.0,1.0,2022.0,126,W. 4 ST,W. 4 ST,8145412.0
50,8052562,2022-01-03,03:07:00,03:10:00,01/03/2022,ROBBERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1012978.0,236701.0,25-44,BLACK HISPANIC,M,12.0,40.81631852,-73.89621273,"(40.81631852, -73.89621273)",LONGWOOD AV,3.0,1.0,2022.0,9,LONGWOOD AV,LONGWOOD AV,675547.0
51,8157665,2022-01-03,12:30:00,12:40:00,01/03/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1010686.0,192838.0,(null),(null),(null),33.0,40.69593301,-73.90466563,"(40.69593301, -73.90466563)",HALSEY ST,3.0,1.0,2022.0,23,HALSEY ST,HALSEY ST,2682610.0
53,8079978,2022-01-03,22:00:00,12:48:00,01/25/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1027498.0,202160.0,UNKNOWN,UNKNOWN,U,20.0,40.72145346,-73.84397787,"(40.72145346, -73.84397787)",71 AVE. FOREST HILLS,3.0,1.0,2022.0,59,FOREST HILLS 71 AV,FOREST HILLS 71 AV,4794614.0
54,7974007,2022-01-03,21:20:00,21:30:00,01/05/2022,GRAND LARCENY,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008017.0,214982.0,UNKNOWN,UNKNOWN,U,20.0,40.75672044,-73.91421245,"(40.75672044, -73.91421245)",46 ST,3.0,1.0,2022.0,33,46 ST,46 ST,1591672.0
56,7947633,2022-01-03,09:05:00,09:10:00,01/06/2022,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1003927.0,186763.0,25-44,BLACK,M,33.0,40.67927614,-73.92905788,"(40.67927614, -73.92905788)",UTICA AV,3.0,1.0,2022.0,40,UTICA AV,UTICA AV,2671676.0
57,8194849,2022-01-03,17:05:00,17:20:00,01/03/2022,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,UNKNOWN,WHITE HISPANIC,F,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,3.0,1.0,2022.0,349,125 ST,125 ST,13941068.0
58,8252838,2022-01-03,17:15:00,17:15:00,01/04/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1006644.0,195886.0,UNKNOWN,UNKNOWN,U,33.0,40.7043102,-73.91923188,"(40.7043102, -73.91923188)",DEKALB AV,3.0,1.0,2022.0,67,DEKALB AV,DEKALB AV,6400514.0
59,7826361,2022-01-03,07:34:00,(null),01/07/2022,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983125.0,199091.0,UNKNOWN,UNKNOWN,U,2.0,40.71313543,-74.00405805,"(40.71313543, -74.00405805)",BROOKLYN BRIDGE CITY HALL,3.0,1.0,2022.0,55,BROOKLYN BRIDGE CITY HALL,BROOKLYN BRIDGE CITY HALL,5050750.0
60,8084935,2022-01-03,08:20:00,08:25:00,01/03/2022,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,994685.0,180860.0,25-44,BLACK,M,32.0,40.66308945,-73.96238749,"(40.66308945, -73.96238749)",PROSPECT PARK,3.0,1.0,2022.0,43,PROSPECT PARK,PROSPECT PARK,2077169.0
61,7868953,2022-01-03,02:30:00,03:00:00,01/10/2022,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989468.0,148972.0,UNKNOWN,UNKNOWN,U,34.0,40.57556814,-73.98121659,"(40.57556814, -73.98121659)",STILLWELL AV CONEY ISLAND,3.0,1.0,2022.0,90,CONEY ISLAND STILLWELL AV,CONEY ISLAND STILLWELL AV,2879052.0
63,7960674,2022-01-03,14:50:00,15:00:00,01/06/2022,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,985457.0,210372.0,25-44,WHITE HISPANIC,M,2.0,40.74409901,-73.99564413,"(40.74409901, -73.99564413)",23 ST,3.0,1.0,2022.0,92,23 ST,23 ST,19803472.0
64,8063578,2022-01-03,02:57:00,03:02:00,01/03/2022,ROBBERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,18-24,BLACK,F,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,3.0,1.0,2022.0,349,125 ST,125 ST,13941068.0
66,8242337,2022-01-03,09:00:00,09:30:00,01/03/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1017983.0,262622.0,UNKNOWN,UNKNOWN,U,11.0,40.8874462,-73.87800049,"(40.8874462, -73.87800049)",WOODLAWN,3.0,1.0,2022.0,48,WOODLAWN,WOODLAWN,1164758.0
67,8074293,2022-01-03,10:00:00,10:10:00,01/03/2022,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1003358.0,182945.0,25-44,BLACK,M,32.0,40.66879784,-73.93112014,"(40.66879784, -73.93112014)",UTICA AVE. CROWN HEIGHTS,3.0,1.0,2022.0,113,CROWN HEIGHTS UTICA AV,CROWN HEIGHTS UTICA AV,4584880.0
69,8009395,2022-01-03,12:00:00,12:30:00,01/04/2022,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,990502.0,188496.0,UNKNOWN,UNKNOWN,U,32.0,40.68405249,-73.97745785,"(40.68405249, -73.97745785)",ATLANTIC AV,3.0,1.0,2022.0,106,ATLANTIC AV,ATLANTIC AV,332637.0
70,7968513,2022-01-03,00:00:00,01:00:00,01/03/2022,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1005862.0,190486.0,UNKNOWN,UNKNOWN,U,33.0,40.68949041,-73.92206963,"(40.68949041, -73.92206963)",GATES AV,3.0,1.0,2022.0,17,GATES AV,GATES AV,1313293.0
